g	FS	FC
0.0	0.75	0.6
0.1	0.7519430496238655	0.6015544396990924
0.2	0.7577778971421296	0.6062223177137037
0.3	0.7675150096252519	0.6140120077002015
0.4	0.7811493341849906	0.6249194673479924
0.5	0.7986251213666359	0.6389000970933087
0.6	0.8197838275852442	0.6558270620681953
0.7000000000000001	0.8442926191903621	0.6754340953522897
0.8	0.8715517617405443	0.6972414093924354
0.8999999999999999	0.9005827053732771	0.7204661642986216
1.0	0.9299072432950176	0.743925794636014
1.1	0.957443986968832	0.7659551895750656
1.2	0.9804714664232173	0.7843771731385738
1.3	0.995730283054985	0.796584226443988
1.4000000000000001	0.9997405146057533	0.7997924116846027
1.5	0.9893654158696967	0.7914923326957574
1.6	0.9625404361245002	0.7700323488996001
1.7	0.9189419202252063	0.735153536180165
1.7999999999999998	0.8602961252445493	0.6882369001956394
1.9000000000000001	0.7901313845122537	0.632105107609803
2.0	0.7130342681336395	0.5704274145069116
2.1	0.6337104441145263	0.506968355291621
2.2	0.5561995988512869	0.4449596790810295
2.3	0.48344740843544154	0.3867579267483532
2.4	0.4172373995043295	0.3337899196034636
2.5	0.35836135240275824	0.28668908192220655
2.6	0.30688680364675114	0.24550944291740096
2.6999999999999997	0.2624210565438998	0.2099368452351198
2.8000000000000003	0.22432308618206864	0.17945846894565487
2.9	0.19185224639775966	0.15348179711820775
3.0	0.16426180345320052	0.1314094427625605
3.1	0.1408514261595626	0.11268114092765003
3.2	0.12099218091409747	0.096793744731278
3.3	0.10413459579630746	0.08330767663704608
3.4	0.08980714502314657	0.0718457160185173
3.5	0.07760988601760499	0.06208790881408388
3.5999999999999996	0.06720610657596804	0.0537648852607745
3.7	0.05831359980092765	0.04665087984074212
3.8000000000000003	0.05069641012294568	0.04055712809835654
3.9000000000000004	0.04415743310486164	0.0353259464838892
4.0	0.0385319911231492	0.030825592898519383
4.1	0.03368236867886831	0.026945894943094628
4.2	0.02949322472658611	0.023594579781269
4.3	0.025867773764041813	0.020694219011233472
4.4	0.02272462367627659	0.018179698941021227
4.5	0.019995165468510545	0.01599613237480857
4.6	0.017621421819524197	0.014097137455619468
4.7	0.01555427445557822	0.012443419564462488
4.8	0.01375200295586032	0.011001602364688168
4.9	0.012179078966484846	0.009743263173187855
5.0	0.010805169649031554	0.008644135719225288
5.1000000000000005	0.009604312517636604	0.007683450014109305
5.2	0.008554230749801661	0.006843384599841351
5.3	0.007635763764572645	0.006108611011658049
5.3999999999999995	0.006832392531026632	0.005465914024821217
5.5	0.006129842872483415	0.004903874297986777
5.6000000000000005	0.005515753120270639	0.0044126024962164445
5.7	0.004979394975942575	0.003983515980754193
5.8	0.0045114384719111555	0.00360915077752888
5.8999999999999995	0.004103753567709201	0.003283002854167494
6.0	0.003749242256232299	0.002999393804985928
6.1000000000000005	0.0034416961410033142	0.0027533569128026514
6.2	0.003175675330100436	0.0025405402640803487
6.3	0.0029464052137422314	0.002357124170993763
6.4	0.002749688281884599	0.0021997506255075905
6.5	0.002581828620777382	0.0020654628966220168
6.6	0.0024395671233947702	0.0019516536987158606
6.7	0.0023200257743245523	0.001856020619459664
6.8	0.002220659638130784	0.0017765277105045163
6.9	0.002139215402007788	0.0017113723216063415
7.0	0.0020736955071972707	0.001658956405757861
7.1	0.0020223270561147144	0.0016178616448918604
7.199999999999999	0.0019835348089585203	0.001586827847166794
7.300000000000001	0.00195591768935488	0.0015647341514839486
7.4	0.0019382283069905304	0.001550582645592491
7.5	0.001929355079232975	0.0015434840633863356
7.6000000000000005	0.0019283065959116996	0.0015426452767293153
7.699999999999999	0.0019341979237279538	0.0015473583389823409
7.800000000000001	0.0019462385908617374	0.0015569908726893456
7.8999999999999995	0.0019637220296032654	0.0015709776236825235
8.0	0.0019860162863833963	0.0015888130291067393
8.100000000000001	0.002012555835331886	0.0016100446682655312
8.2	0.0020428343542496785	0.0016342674833996762
8.3	0.0020763983412462883	0.0016611186729971195
8.4	0.002112841466832549	0.0016902731734660392
8.5	0.0021517995703886905	0.0017214396563108858
8.6	0.0021929462220310336	0.0017543569776247159
8.7	0.002235988781292164	0.0017887910250337091
8.8	0.0022806648929434292	0.0018245319143547212
8.9	0.002326739367984998	0.0018613914943881316
9.0	0.0023740014044481006	0.0018992011235585693
9.1	0.002422262108378148	0.0019378096867026517
9.2	0.0024713522803258003	0.001977081824260596
9.3	0.002521120436955737	0.0020168963495645897
9.4	0.0025714310411066865	0.002057144832885327
9.5	0.002622162916885551	0.002097730333508352
9.6	0.002673207829174573	0.0021385662633395253
9.7	0.0027244692094032796	0.002179575367522668
9.8	0.0027758610115703464	0.0022206888092561883
