x	gx	y	gy
-10.0	0.03452497533716048	-10.0	0.030243260381077462
-9.959919839679358	0.03537780289447822	-9.959919839679358	0.03098533107933241
-9.919839679358716	0.03625199254253919	-9.919839679358716	0.03174582451940483
-9.879759519038075	0.03714808907652847	-9.879759519038075	0.03252520487594811
-9.839679358717435	0.0380666515156663	-9.839679358717435	0.03332394824102399
-9.799599198396795	0.03900825348626413	-9.799599198396795	0.03414254293754934
-9.759519038076153	0.039973483615526696	-9.759519038076153	0.03498148984124552
-9.719438877755511	0.04096294593641885	-9.719438877755511	0.035841302711331666
-9.67935871743487	0.04197726030392544	-9.67935871743487	0.036722508530208635
-9.639278557114228	0.04301706282304217	-9.639278557114228	0.03762564785238769
-9.599198396793586	0.04408300628884835	-9.599198396793586	0.03855127516292712
-9.559118236472944	0.04517576063901962	-9.559118236472944	0.039499959245644416
-9.519038076152306	0.04629601341915503	-9.519038076152306	0.04047228356138427
-9.478957915831664	0.04744447026130194	-9.478957915831664	0.04146884663662741
-9.438877755511022	0.04862185537607401	-9.438877755511022	0.0424902624627345
-9.39879759519038	0.04982891205877326	-9.39879759519038	0.04353716090613015
-9.358717434869739	0.05106640320993717	-9.358717434869739	0.044610188129738264
-9.318637274549097	0.05233511187074868	-9.318637274549097	0.045710007025992525
-9.278557114228455	0.05363584177375824	-9.278557114228455	0.04683729766175243
-9.238476953907815	0.05496941790938302	-9.238476953907815	0.04799275773546714
-9.198396793587174	0.0563366871086658	-9.198396793587174	0.04917710304694102
-9.158316633266534	0.05773851864278657	-9.158316633266534	0.05039106798006095
-9.118236472945892	0.059175804839842326	-9.118236472945892	0.051635405998862315
-9.07815631262525	0.060649461719423696	-9.07815631262525	0.05291089015731763
-9.038076152304608	0.06216042964553515	-9.038076152304608	0.05421831362324532
-8.997995991983966	0.0637096739984246	-8.997995991983966	0.05555849021674789
-8.957915831663327	0.06529818586590688	-8.957915831663327	0.05693225496360175
-8.917835671342687	0.0669269827547858	-8.917835671342687	0.0583404646640341
-8.877755511022045	0.06859710932299691	-8.877755511022045	0.05978399847733367
-8.837675350701403	0.07030963813311886	-8.837675350701403	0.061263758522759136
-8.797595190380761	0.07206567042791888	-8.797595190380761	0.06278067049722055
-8.75751503006012	0.0738663369286228	-8.75751503006012	0.06433568431022565
-8.71743486973948	0.07571279865662396	-8.71743486973948	0.06592977473659745
-8.67735470941884	0.07760624777936688	-8.67735470941884	0.06756394208748469
-8.637274549098198	0.07954790848117199	-8.637274549098198	0.06923921290020527
-8.597194388777556	0.08153903785978624	-8.597194388777556	0.07095664064747509
-8.557114228456914	0.08358092684948247	-8.557114228456914	0.07271730646659895
-8.517034068136272	0.08567490117154877	-8.517034068136272	0.07452231990921168
-8.47695390781563	0.08782232231304203	-8.47695390781563	0.07637281971217832
-8.43687374749499	0.09002458853471507	-8.43687374749499	0.07826997459028458
-8.39679358717435	0.09228313590905032	-8.39679358717435	0.08021498405136347
-8.356713426853709	0.09459943938937333	-8.356713426853709	0.08220907923452894
-8.316633266533067	0.0969750139110477	-8.316633266533067	0.08425352377220413
-8.276553106212425	0.09941141552579522	-8.276553106212425	0.08634961467665993
-8.236472945891784	0.10191024257021628	-8.236472945891784	0.08849868325179615
-8.196392785571142	0.10447313686962698	-8.196392785571142	0.09070209603092418
-8.1563126252505	0.10710178497836971	-8.1563126252505	0.09296125574133444
-8.116232464929858	0.10979791945779516	-8.116232464929858	0.09527760229645585
-8.07615230460922	0.11256332019315572	-8.07615230460922	0.09765261381644051
-8.036072144288578	0.11539981575070127	-8.036072144288578	0.10008780767803772
-7.9959919839679365	0.11830928477630408	-7.9959919839679365	0.10258474159463922
-7.955911823647295	0.12129365743700261	-7.955911823647295	0.10514501472742015
-7.915831663326653	0.12435491690689467	-7.915831663326653	0.1077702688285187
