infid	kappa_ratio	coop	error
3.739937302071894e-7	0.0014098262127708594	707.3072826576329	0.004928429265614986
4.1504047576523817e-7	0.0014850386297123874	671.3831564998908	0.005191019594783741
4.605922041545085e-7	0.001564255676487325	637.2816820365254	0.005467554659436824
5.11143348314036e-7	0.0016476897162293058	604.9103849773812	0.005758769922682094
5.672426068858982e-7	0.0017355642801686333	574.1814825451678	0.006065439085093494
6.294988990074302e-7	0.0018281146430099149	545.0116460275935	0.00638837600618436
6.985879746901347e-7	0.001925588430086167	517.3217742564291	0.006728436727100107
7.75259748841961e-7	0.0020282462517562383	491.03677950057096	0.007086521577662541
8.603464416445661e-7	0.0021363623711195823	466.0853836027546	0.0074635773877907985
9.54771611438865e-7	0.0022502254032017444	442.39992481515185	0.007860599795577183
1.059560179261787e-6	0.002370139048660236	419.9161743127553	0.00827863566123177
1.1758495540581393e-6	0.0024964228636005226	398.573161935285	0.008718785590877243
1.3049019780275728e-6	0.0026294130655454273	378.31301095424004	0.00918220656859714
1.4481182276648852e-6	0.0027694633789220324	359.0807810678592	0.009670114706572086
1.6070528182643429e-6	0.0029169459205415915	340.8243194218456	0.010183788112836045
1.783430876978187e-6	0.0030722521268413683	323.49411920437535	0.010724569880485202
1.979166867838167e-6	0.0032357937248185253	307.04318539528765	0.011293871202504135
2.1963853724660254e-6	0.003408003748687216	291.426907287061	0.011893174616434798
2.4374441500718547e-6	0.003589337602380893	276.60293758287776	0.012524037376199226
2.704959730426282e-6	0.003780274172370257	262.53107748346025	0.01318809496317852
3.0018358135874834e-6	0.0039813169893708755	249.17316774066242	0.013887064727813425
3.3312947879116095e-6	0.004192995443253578	236.49298515431835	0.014622749672527413
3.696912707185085e-6	0.004415866051838524	224.45614433518764	0.015397042373762937
4.102658105797907e-6	0.004650513784911436	213.03000447918117	0.016211929042714734
4.552935074841891e-6	0.004897553446168934	202.18358084121385	0.017069493728605334
5.052631065316504e-6	0.005157631113894223	191.88746071933767	0.017971922661173978
5.607169938248724e-6	0.0054314256425401775	182.11372369121094	0.018921508733229397
6.222570836711405e-6	0.005719650226315709	172.8358659064623	0.019920656119688074
6.905513520116813e-6	0.006023054026898733	164.02872820566404	0.020971885032386894
7.663410867997378e-6	0.006342423865683844	155.66842790349827	0.022077836603212386
8.504489341754073e-6	0.006678585982528906	147.7322940239127	0.023241277892650736
9.437878277784861e-6	0.0070324078620042085	140.19880581769954	0.02446510701659166
1.0473708979552576e-5	0.00740480012736533	133.0475344100619	0.02575235838052725
1.162322468684085e-5	0.0077967185039345965	126.25908739623628	0.027106208014257116
1.28989026125792e-5	0.008209165851062461	119.81505626062803	0.028529978990361027
1.4314589375286069e-5	0.008643194263990628	113.69796645277442	0.03002714691585462
1.5885651294289538e-5	0.009099907244360939	107.89123000343585	0.03160134547619098
1.7629141180974806e-5	0.009580461939374452	102.37910054108457	0.033256372013664826
1.9563983435166854e-5	0.010086071448111578	97.14663059294813	0.03499619311553914
2.171117945692913e-5	0.0106180071937787	92.17963105034622	0.036824950186443384
2.4094035602439945e-5	0.011177601359461886	87.46463269183381	0.03874696497370178
2.673841615841166e-5	0.011766249384678962	82.98884965859362	0.04076674501137656
2.967302408185546e-5	0.012385412519454575	78.74014478155127	0.04288898894483317
3.292971255097754e-5	0.013036620431305157	74.70699666906582	0.04511859169093235
3.65438307096122e-5	0.013721473860182742	70.8784684640781	0.04746064938555483
4.0554607358411765e-5	0.014441647315334483	67.24417818583454	0.049920464064083014
4.5005576757017884e-5	0.01519889180679257	63.7942705765619	0.05250354801378965
4.994505115851755e-5	0.015995037603077966	60.51939037689836	0.055215627730692995
5.542664520663543e-5	0.016831997005730015	57.41065695648449	0.05806264740755085
6.150985788577756e-5	0.01771176712931577	54.45964023233132	0.061050771870342024
6.826071834276082e-5	0.018636432674701053	51.65833780825981	0.06418638887498407
7.57525025877337e-5	0.019608168680995464	48.99915327478875	0.06747611066531534
8.406652885617483e-5	0.020629243240531392	46.474875609360495	0.07092677468722974
9.329304026284291e-5	0.021702020158621327	44.078659622050935	0.07454544334245738
0.0001035321843295689	0.022828961538256975	41.80400739316114	0.07833940265782369
0.00011489510001871928	0.02401263026747591	39.64475065251214	0.08231615973543871
0.00012750512407133652	0.025255692384802297	37.59503405266979	0.08648343883961496
0.0001414991297434831	0.026560919295631757	35.64929929079907	0.09084917596635123
0.00015702901247294232	0.02793118980994469	33.80227003591367	0.09542151173190327
0.0001742633386009329	0.029369491968742834	32.0489376208575	0.10020878240660414
0.0001933891750455219	0.030878924623945925	30.38454746006673	0.10521950891162357
0.00021461411978584977	0.0324626987333525	28.804586156374917	0.11046238358719296
0.00023816855519764868	0.03412413832936634	27.304769261805102	0.11594625453354068
0.0002643081486973786	0.03586668111691915	25.88102965925879	0.12168010731855816
0.00029331662783904644	0.03769387865308127	24.529506533503298	0.1276730438415723
0.0003255088599835032	0.03960939605752589	23.246534901659963	0.1339342581384121
0.00036123426997092256	0.04161701120030281	22.02863567465229	0.14047300891275272
0.0004008806328898995	0.04372061331007815	20.87250622281384	0.1472985885788045
0.00044487828311279287	0.04592420094358185	19.775011419981066	0.15442028860588664
0.0004937047852838772	0.04823187925443517	18.73317514179265	0.1618473609631661
0.0005478901179594153	0.05064785649733872	17.744172195175622	0.16958897547486285
0.000608022426164978	0.053176439702019795	16.805320657110805	0.17765417291355223
0.0006747544053110621	0.0558220294502183	15.914074601888007	0.18605181368161172
0.0007488103857590245	0.058589113688434225	15.068017197150482	0.19479052195892577
0.000830994194935375	0.061482260509539644	14.264854150000536	0.20387862523005662
0.0009221978823333865	0.06450610983765503	13.502407485379878	0.21332408914632328
0.0010234114021054896	0.06766536395296552	12.778609639861012	0.223134447727816
0.0011357333583430496	0.07096477679671453	12.09149785483856	0.23331672896832867
0.001260382929679782	0.07440914200174165	11.439208853887788	0.24387737597317294
0.0013987131026472754	0.0780032796002087	10.819973789888246	0.2548221638343622
0.0015522253574270506	0.08175202136875404	10.232113448172234	0.2661561125327967
0.0017225859653987596	0.08566019478120479	9.67403369271133	0.27788339624911695
0.0019116440753856878	0.08973260555140217	9.144221142973084	0.29000724956672574
0.002121451784910633	0.09397401876302802	8.641239069722829	0.3025298711590422
0.0023542864143224485	0.09838913860009946	8.163723498632086	0.3154523256686026
0.002612675225563299	0.10298258671093319	7.710379511120152	0.3287744446061214
0.0028994228538828937	0.1077588792600408	7.279977732385534	0.3424947272215262
0.0032176417502507437	0.11272240274649492	6.871350997094451	0.35661024242354955
0.003570785964900458	0.11787738869396469	6.483391183666422	0.37111653294739755
0.003962688638701528	0.12322788734650503	6.115046208559072	0.3860075230871336
0.004397603609302747	0.12877774053541935	5.765317172380094	0.40127543141759703
0.00488025158365446	0.13453055391568647	5.433255650063881	0.4169106900249179
0.005415871378079418	0.14048966880528657	5.117961117738576	0.432901871840089
0.006010276782070334	0.1466581338969939	4.81857850927215	0.44923562772153036
0.006669919663030099	0.15303867714919495	4.534295895834986	0.46589663495370426
0.007401959996915619	0.15963367819969865	4.2643422821406105	0.4828675588140833
0.008214343584919459	0.16644514168355262	4.007985513336347	0.5001290288031113
0.009115888299750852	0.17347467187204313	3.764530286805276	0.5176596310250567
0.010116379797662112	0.18072344908459903	3.5333162634135364	0.5354359180449046
0.011226677735108104	0.18819220835752115	3.3137162729938003	0.5534324373207652
0.012458833642950085	0.19588122088273852	3.105134609093721	0.5716217790159098
0.013826221737646582	0.2037902787554482	2.9070054082413668	0.5899746436217681
0.015343684089300091	0.21191868359116817	2.718791109184087	0.6084599293652974
0.01702769172225893	0.22026523959001687	2.5399809877460267	0.6270448388212453
0.018896523396912057	0.22882825163897935	2.37008976311934	0.6456950034904028
0.020970464013232326	0.2376055290517719	2.20865627155549	0.6643746243229283
0.023272024789604107	0.2465943955514066	2.055242203554191	0.6830466252390244
0.025826187606826756	0.25579170610394797	1.9094309007565031	0.7016728155952381
0.028660676169482535	0.2651938712151809	1.7708262088326703	0.7202140562157131
0.031806256927941146	0.27479688930772483	1.6390513827111541	0.7386304219825433
0.03529707302730656	0.28459638780833063	1.5137480405179207	0.7568813519513914
0.039171014908092605	0.29458767359871096	1.3945751625786142	0.7749257753676473
0.04347013158125024	0.3047657935250029	1.2812081317713901	0.7927221985638659
0.04824108704165364	0.3151256057294547	1.1733378113949002	0.8102287331567863
0.05353566677410726	0.3256618626746324	1.0706696565176146	0.827403039678256
0.0594113398496503	0.3363693068901792	0.9729228544817521	0.844202151919333
0.0659318827133355	0.34724278070467407	0.8798294898187915	0.8605821345240716
0.07316807143427206	0.358277351556733	0.7911337282553585	0.8764975076719315
0.08119844993184	0.3694684549459105	0.7065910136939786	0.89190034474168
0.09011018251665015	0.3808120577343367	0.6259672709670951	0.9067389063177324
0.09999999999999998	0.3923048454132637	0.5490381056766582	0.9209556079682145
