g	F_num	F_simp	F_full
0.0	0.29411764705882354	0.25	0.24999999999999967
0.1	0.2926600946288214	0.24845135041921718	0.24845135054312292
0.2	0.2882847102778233	0.24380250417415902	0.2438025046701874
0.3	0.28098646696801444	0.23604812003664402	0.23604812115351534
0.4	0.2707676225154664	0.22519059693783441	0.22519059892268298
0.5	0.25765411122285187	0.21125749008177852	0.21125749317428028
0.6	0.24171937676434585	0.19432683339114729	0.19432683781211763
0.7000000000000001	0.22311647180165292	0.17456124535666434	0.17456125128925606
0.8	0.20211918642630347	0.15225162801632075	0.15225163557794735
0.8999999999999999	0.17917230189767758	0.1278705615630213	0.1278705707662823
1.0	0.15494926703708226	0.10213358552583378	0.10213359622689999
1.1	0.13041200545704526	0.07606274396550208	0.07606275579811064
1.2	0.10686165684225651	0.0510404981036234	0.05104051039489745
1.3	0.08596105894508517	0.028833613470233475	0.028833625129153002
1.4000000000000001	0.06970172273689583	0.0115580710489438	0.011558080407951811
1.5	0.0602849139378461	0.0015527164825825408	0.0015527210589614904
1.6	0.059896011394550586	0.0011395159718069624	0.0011395121067100137
1.7	0.07038056114173932	0.012279363866115228	0.012279346213098055
1.7999999999999998	0.09287754276626199	0.0361824282992816	0.03618238918915332
1.9000000000000001	0.12751160997760758	0.07298115679954958	0.07298108560120806
2.0	0.17325909060359623	0.12158790108389267	0.12158778376632108
2.1	0.22805827187356617	0.17981209475950374	0.17981191386566392
2.2	0.28914455245831916	0.24471635185778454	0.2447160869869644
2.3	0.35350433800998965	0.313098730427969	0.31309835913561407
2.4	0.4183087041378139	0.38195349927423417	0.38195299814642714
2.5	0.48122070380236626	0.44879765216320927	0.44879699779001325
2.6	0.5405379066035215	0.5118223561116315	0.5118215257662421
2.6999999999999997	0.5951921376446646	0.5698926742869836	0.5698916462474564
2.8000000000000003	0.644658264570051	0.6224506525483082	0.6224494061056793
2.9	0.6888246497399473	0.6693776750990893	0.669376190348694
3.0	0.7278631037462535	0.7108562902126275	0.7108545477303955
3.1	0.7621186471682502	0.7472530821325035	0.7472510626162671
3.2	0.7920258870759401	0.7790298210912524	0.7790275050181868
3.3	0.8180508736153727	0.8066816858900907	0.8066790532163324
3.4	0.8406538173573822	0.8306976510311248	0.830694680942219
3.5	0.8602672988211492	0.851537334286863	0.8515340049974722
3.5999999999999996	0.8772851829913608	0.8696192183318563	0.8696155069283217
3.7	0.8920584855797599	0.8853162586107585	0.8853121409284957
3.8000000000000003	0.9048954754509345	0.8989559921386714	0.8989514426666201
3.9000000000000004	0.9160641597210056	0.9108231778981825	0.9108181697035679
4.0	0.9257959463948848	0.9211636883766291	0.9211581930445657
4.1	0.9342897369469925	0.9301888579225345	0.9301828455061792
4.2	0.9417160095007597	0.9380798211164796	0.9380732600945575
4.3	0.9482206531647764	0.9449915867482765	0.9449844439875755
4.4	0.9539284391536678	0.9510567258796312	0.9510489666007712
4.5	0.9589460895623778	0.9563886324147752	0.9563802201600267
4.6	0.9633649477036963	0.9610843603328907	0.9610752569351761
4.7	0.96726327672454	0.9652270659673088	0.9652172315198208
4.8	0.9707082236759561	0.9688880948296775	0.9688774876557033
4.9	0.9737574894053057	0.9721287558704574	0.9721173324931374
5.0	0.9764607437675719	0.9750018251411566	0.974989540253046
5.1000000000000005	0.9788608226874025	0.9775528176730647	0.9775396241053644
5.2	0.9809947397259549	0.9798210622673929	0.979806910958828
5.3	0.9828945407003064	0.9818406095287859	0.9818254494940758
5.3999999999999995	0.9845880259425738	0.9836409992660294	0.9836247775639853
5.5	0.9860993611578932	0.9852479095290331	0.9852305712302634
5.6000000000000005	0.987449594621045	0.9866837061306023	0.9866651942848601
5.7	0.9886570956536636	0.9879679085288142	0.9879481641320176
5.8	0.9897379269266345	0.989117585398621	0.9890965473595487
5.8999999999999995	0.9907061610981517	0.9901476910600749	0.9901252961667867
6.0	0.9915741505837817	0.9910713521092765	0.9910475349952669
6.1000000000000005	0.9923527578171094	0.9919001120705492	0.9918748051806798
6.2	0.9930515521575065	0.9926441406111529	0.9926172741673505
6.3	0.9936789785985621	0.9933124127941831	0.9932839147609734
6.4	0.9942425025947966	0.9939128629571243	0.993882659006971
6.5	0.9947487346279428	0.9944525170636763	0.9944205305421892
6.6	0.9952035375539803	0.9949376067601191	0.9949037586511029
6.7	0.9956121192886593	0.9953736678537982	0.9953378767441997
6.8	0.9959791129859923	0.9957656255028874	0.9957278075476165
6.9	0.996308646527563	0.9961178680488711	0.9960779369355346
7.0	0.9966044028590519	0.9964343111241953	0.9963921780377414
7.1	0.9968696724748574	0.9967184534172482	0.9966740270045379
7.199999999999999	0.9971073991541957	0.9969734252670384	0.9969266116013322
7.300000000000001	0.9973202198863012	0.9972020310837805	0.9971527336291948
7.4	0.9975104997829171	0.9974067864434677	0.9973549060193495
7.5	0.9976803626588122	0.9975899505797204	0.9975353853249876
7.6000000000000005	0.9978317178619709	0.9977535548909028	0.9976962002283439
7.699999999999999	0.9979662838512963	0.9978994279914707	0.9978391765920015
7.800000000000001	0.9980856089487534	0.9980292177611526	0.9979659595080502
7.8999999999999995	0.9981910896326683	0.9981444107816089	0.9980780327347104
8.0	0.9982839866877652	0.998246349495868	0.9981767358557525
8.100000000000001	0.9983654394839836	0.998336247379593	0.9982632794517325
8.2	0.9984364786189743	0.998415202373749	0.9983387585326621
8.3	0.9984980371274645	0.9984842087945627	0.9984041644479311
8.4	0.9985509604335059	0.9985441679078063	0.9984603954605997
8.5	0.9985960151983854	0.9985958973297037	0.998508266148284
8.6	0.9986338971969573	0.9986401393955424	0.9985485157717658
8.7	0.998665238337986	0.9986775686187929	0.9985818157341091
8.8	0.9986906129292796	0.9987087983478136	0.9986087762373573
8.9	0.9987105432756038	0.998734386713637	0.9986299522303306
9.0	0.9987255046863327	0.9987548419505952	0.9986458487292296
9.1	0.9987359299602288	0.9987706271613979	0.9986569255827422
9.2	0.9987422134064495	0.998782164589446	0.9986636017443525
9.3	0.9987447144536901	0.9987898394535407	0.9986662591070461
9.4	0.9987437608931086	0.9987940033934849	0.998665245948929
9.5	0.9987396517952256	0.9987949775692794	0.998660880032428
9.6	0.9987326601362502	0.9987930554515845	0.998653451394766
9.7	0.9987230351651114	0.9987885053366827	0.9986432248629322
9.8	0.9987110045388777	0.9987815726153471	0.9986304423225579
9.9	0.9986967762510295	0.9987724818216177	0.9986153247667199
10.0	0.9986805403742923	0.9987614384845497	0.998598074147686
10.1	0.998662470637278	0.9987486308033778	0.9985788750521084
10.200000000000001	0.9986427258520342	0.9987342311642717	0.9985578962177863
10.299999999999999	0.9986214512077012	0.998718397514829	0.998535291908183
10.4	0.9985987794438195	0.9987012746106978	0.9985112031590568
10.5	0.9985748319153466	0.9986829951471339	0.9984857589100571
10.6	0.9985497195601463	0.9986636807869428	0.9984590770326552
10.700000000000001	0.9985235437785626	0.9986434430950026	0.9984312652647227
10.799999999999999	0.9984963972336741	0.9986223843885135	0.9984024220607791
10.9	0.9984683645799131	0.9986005985111316	0.998372637366158
11.0	0.9984395231269432	0.9985781715383166	0.998341993322377
11.1	0.9984099434449729	0.9985551824204496	0.9983105649102846
11.200000000000001	0.9983796899170417	0.9985317035696148	0.9982784205368572
11.299999999999999	0.9983488212432677	0.9985078013953342	0.9982456225709719
