x	gx	y	gy
-10.0	0.02441284493518396	-10.0	0.021385215361375075
-9.959919839679358	0.025015885110774353	-9.959919839679358	0.02190993861477269
-9.919839679358716	0.02563403056657628	-9.919839679358716	0.02244768871497534
-9.879759519038075	0.026267666530998043	-9.879759519038075	0.022998793883072802
-9.839679358717435	0.026917188290361216	-9.839679358717435	0.023563590767037016
-9.799599198396795	0.02758300145976231	-9.799599198396795	0.024142424663362444
-9.759519038076153	0.028265522261532946	-9.759519038076153	0.02473564974471877
-9.719438877755511	0.028965177811524002	-9.719438877755511	0.02534362929378645
-9.67935871743487	0.02968240641344587	-9.67935871743487	0.025966735943449615
-9.639278557114228	0.030417657861503813	-9.639278557114228	0.02660535192352602
-9.599198396793586	0.031171393751576463	-9.599198396793586	0.027259869314220107
-9.559118236472944	0.031944087801190714	-9.559118236472944	0.027930690306488468
-9.519038076152306	0.03273622617855776	-9.519038076152306	0.028618227469515773
-9.478957915831664	0.033548307840941434	-9.478957915831664	0.029322904025502868
-9.438877755511022	0.03438084488263822	-9.438877755511022	0.030045154131974998
-9.39879759519038	0.035234362892859764	-9.39879759519038	0.030785423171825765
-9.358717434869739	0.03610940132381532	-9.358717434869739	0.03154416805131712
-9.318637274549097	0.03700651386930398	-9.318637274549097	0.03232185750626411
-9.278557114228455	0.037926268854134054	-9.278557114228455	0.03311897241663822
-9.238476953907815	0.038869249634698615	-9.238476953907815	0.033936006129831185
-9.198396793587174	0.039836055011048484	-9.198396793587174	0.03477346479282951
-9.158316633266534	0.04082729965081102	-9.158316633266534	0.035631867693554455
-9.118236472945892	0.0418436145253195	-9.118236472945892	0.03651174761163383
-9.07815631262525	0.04288564735832668	-9.07815631262525	0.03741365117887718
-9.038076152304608	0.043954063087689316	-9.038076152304608	0.038338139249735434
-8.997995991983966	0.04504954434042358	-8.997995991983966	0.039285787282034405
-8.957915831663327	0.0461727919215448	-8.957915831663327	0.04025718572828072
-8.917835671342687	0.04732452531711894	-8.917835671342687	0.04125294043784805
-8.877755511022045	0.048505483211966065	-8.877755511022045	0.04227367307035957
-8.837675350701403	0.04971642402247342	-8.837675350701403	0.04332002152059463
-8.797595190380761	0.05095812644498917	-8.797595190380761	0.04439264035525579
-8.75751503006012	0.05223139002028487	-8.75751503006012	0.04549220126194389
-8.71743486973948	0.05353703571459148	-8.71743486973948	0.04661939351069946
-8.67735470941884	0.054875906517729924	-8.67735470941884	0.04777492442847903
-8.637274549098198	0.05624886805887728	-8.637274549098198	0.048959519886948466
-8.597194388777556	0.05765680924052419	-8.597194388777556	0.050173924803983846
-8.557114228456914	0.05910064289120494	-8.557114228456914	0.0514189036592876
-8.517034068136272	0.0605813064375953	-8.517034068136272	0.05269524102453604
-8.47695390781563	0.062099762596596136	-8.47695390781563	0.054003742108488434
-8.43687374749499	0.06365700008804584	-8.43687374749499	0.055345233317504315
-8.39679358717435	0.06525403436872146	-8.39679358717435	0.05672056283192545
-8.356713426853709	0.06689190838831638	-8.356713426853709	0.05813060119879701
-8.316633266533067	0.06857169336810329	-8.316633266533067	0.05957624194141417
-8.276553106212425	0.07029448960302002	-8.276553106212425	0.0610584021862
-8.236472945891784	0.07206142728793871	-8.236472945891784	0.0625780233074327
-8.196392785571142	0.07387366736890774	-8.196392785571142	0.0641360715903587
-8.1563126252505	0.07573240242018425	-8.1563126252505	0.06573353891324543
-8.116232464929858	0.0776388575479044	-8.116232464929858	0.06737144344894473
-8.07615230460922	0.07959429132126827	-8.07615230460922	0.06905083038655588
-8.036072144288578	0.08159999673215211	-8.036072144288578	0.07077277267379925
-7.9959919839679365	0.08365730218408605	-7.9959919839679365	0.07253837178072467
-7.955911823647295	0.08576757251158035	-7.955911823647295	0.0743487584854073
-7.915831663326653	0.08793221003081103	-7.915831663326653	0.0762050936822987
-7.875751503006011	0.09015265562271724	-7.875751503006011	0.07810856921392499
-7.83567134268537	0.09243038984960054	-7.83567134268537	0.08006040872664576
-7.79559118236473	0.09476693410635877	-7.79559118236473	0.08206186855121253
-7.755511022044089	0.0971638518075271	-7.755511022044089	0.08411423860888724
-7.715430861723448	0.09962274961134515	-7.715430861723448	0.08621884334390753
-7.675350701402806	0.10214527868211556	-7.675350701402806	0.08837704268311292
-7.635270541082164	0.10473313599216552	-7.635270541082164	0.09059023302356964
-7.595190380761522	0.10738806566477448	-7.595190380761522	0.09285984824906203
-7.5551102204408815	0.11011186035948528	-7.5551102204408815	0.09518736077634804
-7.51503006012024	0.11290636270126626	-7.51503006012024	0.09757428263210224
-7.474949899799598	0.11577346675505401	-7.474949899799598	0.10002216656150556
-7.434869739478959	0.11871511954726297	-7.434869739478959	0.10253260716946937
-7.394789579158317	0.12173332263591159	-7.394789579158317	0.10510724209551689
-7.354709418837675	0.12483013373107832	-7.354709418837675	0.107747753223376
-7.314629258517034	0.12800766836747318	-7.314629258517034	0.11045586792638
-7.274549098196392	0.1312681016309743	-7.274549098196392	0.11323336034979953
-7.234468937875751	0.13461366994106086	-7.234468937875751	0.11608205273127739
-7.194388777555109	0.13804667289114797	-7.194388777555109	0.1190038167605719
-7.154308617234469	0.14156947514890597	-7.154308617234469	0.12200057497985266
-7.114228456913828	0.14518450841874425	-7.114228456913828	0.12507430222584676
-7.074148296593187	0.1488942734687117	-7.074148296593187	0.12822702711516148
-7.034068136272545	0.1527013422241758	-7.034068136272545	0.13146083357417007
